ortho	phon	lemme	cgram	genre	nombre	
métacarpe	metakaRp	métacarpe	NOM	m	s	
métacarpien	metakaRpj5	métacarpien	NOM	m	s	
métacarpiens	metakaRpj5	métacarpien	NOM	m	p	
métairie	meteRi	métairie	NOM	f	s	
métairies	meteRi	métairie	NOM	f	p	
métal	metal	métal	NOM	m	s	
métallisation	metalizasj§	métallisation	NOM	f	s	
métallo	metalo	métallo	NOM	m	s	
métallographie	metalogRafi	métallographie	NOM	f	s	
métallos	metalo	métallo	NOM	m	p	
métallurgie	metalyRZi	métallurgie	NOM	f	s	
métallurgiste	metalyRZist	métallurgiste	NOM	m	s	
métallurgistes	metalyRZist	métallurgiste	NOM	m	p	
métamorphose	metamORfoz	métamorphose	NOM	f	s	
métamorphoses	metamORfoz	métamorphose	NOM	f	p	
métaphase	metafaz	métaphase	NOM	f	s	
métaphore	metafOR	métaphore	NOM	f	s	
métaphores	metafOR	métaphore	NOM	f	p	
métaphysicien	metafizisj5	métaphysicien	NOM	m	s	
métaphysicienne	metafizisjEn	métaphysicien	NOM	f	s	
métaphysiciens	metafizisj5	métaphysicien	NOM	m	p	
métaphysique	metafizik	métaphysique	NOM	f	s	
métaphysiques	metafizik	métaphysique	NOM	f	p	
métapsychologie	metapsikoloZi	métapsychologie	NOM	f	s	
métastase	metastaz	métastase	NOM	f	s	
métastases	metastaz	métastase	NOM	f	p	
métatarses	metataRs	métatarse	NOM	m	p	
métaux	meto	métal	NOM	m	p	
métayage	metEjaZ	métayage	NOM	m	s	
métayer	meteje	métayer	NOM	m	s	
métayers	meteje	métayer	NOM	m	p	
métazoaires	metazoER	métazoaire	NOM	m	p	
métempsychose	met@psikoz	métempsychose	NOM	f	s	
métempsycose	met@psikoz	métempsycose	NOM	f	s	
météo	meteo	météo	NOM	f	s	
météore	meteOR	météore	NOM	m	s	
météores	meteOR	météore	NOM	m	p	
météorite	meteoRit	météorite	NOM	f	s	
météorites	meteoRit	météorite	NOM	f	p	
météorologie	meteoRoloZi	météorologie	NOM	f	s	
météorologiste	meteoRoloZist	météorologiste	NOM		s	
météorologue	meteoRolOg	météorologue	NOM		s	
météorologues	meteoRolOg	météorologue	NOM		p	
métèque	metEk	métèque	NOM		s	
métèques	metEk	métèque	NOM		p	
méthacrylate	metakRilat	méthacrylate	NOM	m	s	
méthadone	metadOn	méthadone	NOM	f	s	
méthanal	metanal	méthanal	NOM	m	s	
méthane	metan	méthane	NOM	m	s	
méthanol	metanOl	méthanol	NOM	m	s	
méthédrine	metedRin	méthédrine	NOM	f	s	
méthode	metOd	méthode	NOM	f	s	
méthodes	metOd	méthode	NOM	f	p	
méthodisme	metodizm	méthodisme	NOM	m	s	
méthodiste	metodist	méthodiste	NOM		s	
méthodistes	metodist	méthodiste	NOM		p	
méthodologie	metodoloZi	méthodologie	NOM	f	s	
méthyle	metil	méthyle	NOM	m	s	
méthylène	metilEn	méthylène	NOM	m	s	
méticulosité	metikylozite	méticulosité	NOM	f	s	
métier	metje	métier	NOM	m	s	
métiers	metje	métier	NOM	m	p	
métingue	met5g	métingue	NOM	m	s	
métis	metis	métis	NOM	m		
métissage	metisaZ	métissage	NOM	m	s	
métissages	metisaZ	métissage	NOM	m	p	
métisse	metis	métis	NOM	f	s	
métisses	metis	métis	NOM	f	p	
métonymie	metonimi	métonymie	NOM	f	s	
métopes	metOp	métope	NOM	f	p	
métrage	metRaZ	métrage	NOM	m	s	
métrages	metRaZ	métrage	NOM	m	p	
mètre	mEtR	mètre	NOM	m	s	
mètres	mEtR	mètre	NOM	m	p	
métreur	metR9R	métreur	NOM	m	s	
métrique	metRik	métrique	NOM	f	s	
métriques	metRik	métrique	NOM	f	p	
métrite	metRit	métrite	NOM	f	s	
métrites	metRit	métrite	NOM	f	p	
métro	metRo	métro	NOM	m	s	
métronome	metRonOm	métronome	NOM	m	s	
métronomes	metRonOm	métronome	NOM	m	p	
métropole	metRopOl	métropole	NOM	f	s	
métropoles	metRopOl	métropole	NOM	f	p	
métropolitain	metRopolit5	métropolitain	NOM	m	s	
métropolitains	metRopolit5	métropolitain	NOM	m	p	
métropolite	metRopolit	métropolite	NOM	m	s	
métros	metRo	métro	NOM	m	p	
mets	mE	mets	NOM	m		
mets-la-toi	mElatwa	mets-la-toi	NOM	m		
metteur	mEt9R	metteur	NOM	m	s	
metteurs	mEt9R	metteur	NOM	m	p	
metteuse	mEt2z	metteur	NOM	f	s	
meublé	m9ble	meublé	NOM	m	s	
meuble	m9bl	meuble	NOM	m	s	
meubles	m9bl	meuble	NOM	m	p	
meublés	m9ble	meublé	NOM	m	p	
meuf	m9f	meuf	NOM	f	s	
meufs	m9f	meuf	NOM	f	p	
meuglement	m2gl°m@	meuglement	NOM	m	s	
meuglements	m2gl°m@	meuglement	NOM	m	p	
meulage	m2laZ	meulage	NOM	m	s	
meule	m2l	meule	NOM	f	s	
meules	m2l	meule	NOM	f	p	
meuleuse	m2l2z	meuleuse	NOM	f	s	
meulière	m2ljER	meulier	NOM	f	s	
meulières	m2ljER	meulier	NOM	f	p	
meunier	m2nje	meunier	NOM	m	s	
meunière	m2njER	meunier	NOM	f	s	
meuniers	m2nje	meunier	NOM	m	p	
meurette	m9REt	meurette	NOM	f	s	
meursault	m9Rso	meursault	NOM	m	s	
meurtre	m9RtR	meurtre	NOM	m	s	
meurtre-suicide	m9RtR°s8isid	meurtre-suicide	NOM	m	s	
meurtres	m9RtR	meurtre	NOM	m	p	
meurtrier	m9RtRije	meurtrier	NOM	m	s	
meurtrière	m9RtRijER	meurtrier	NOM	f	s	
meurtrières	m9RtRijER	meurtrier	NOM	f	p	
meurtriers	m9RtRije	meurtrier	NOM	m	p	
meurtrissure	m9RtRisyR	meurtrissure	NOM	f	s	
meurtrissures	m9RtRisyR	meurtrissure	NOM	f	p	
meusienne	m2zjEn	meusienne	NOM	f	s	
meusiennes	m2zjEn	meusienne	NOM	f	p	
meute	m2t	meute	NOM	f	s	
meutes	m2t	meute	NOM	f	p	
mévente	mev@t	mévente	NOM	f	s	
mexicain	mEksik5	mexicain	NOM	m	s	
mexicaine	mEksikEn	mexicain	NOM	f	s	
mexicaines	mEksikEn	mexicain	NOM	f	p	
mexicains	mEksik5	mexicain	NOM	m	p	
mezcal	mezkal	mezcal	NOM	m	s	
mezzanine	mEdzanin	mezzanine	NOM	f	s	
mezzanines	mEdzanin	mezzanine	NOM	f	p	
mezzo	mEdzo	mezzo	NOM		s	
mezzo-soprano	mEdzosOpRano	mezzo-soprano	NOM		s	
mezzos	mEdzo	mezzo	NOM		p	
mi	mi	mi	NOM	m		
mi-africains	miafRik5	mi-africains	NOM	m		
mi-airain	miER5	mi-airain	NOM	m	s	
mi-allemand	mial°m@	mi-allemand	NOM	m		
mi-américaine	miameRikEn	mi-américaine	NOM	m		
mi-ange	mi@Z	mi-ange	NOM	m	s	
mi-angevins	mi@Z°v5	mi-angevins	NOM	m		
mi-août	miut	mi-août	NOM	f	s	
mi-appréhension	miapRe@sj§	mi-appréhension	NOM	f	s	
mi-artisan	miaRtiz@	mi-artisan	NOM	m	s	
mi-automne	miotOn	mi-automne	NOM	f	s	
mi-bandit	mib@di	mi-bandit	NOM	m	s	
mi-bas	miba	mi-bas	NOM	m		
mi-blanc	mibl@	mi-blanc	NOM	m		
mi-blancs	mibl@	mi-blancs	NOM	m		
mi-bois	mibwa	mi-bois	NOM	m		
mi-bordel	mibORdEl	mi-bordel	NOM	m	s	
mi-bovins	mibov5	mi-bovins	NOM	m		
mi-braconniers	mibRakonje	mi-braconnier	NOM	m	p	
mi-bras	mibRa	mi-bras	NOM	m		
mi-building	mibildiG	mi-building	NOM	m	s	
mi-café	mikafe	mi-café	NOM	m	s	
mi-campagnarde	mik@paNaRd	mi-campagnarde	NOM	m		
mi-canard	mikanaR	mi-canard	NOM	m	s	
mi-capacité	mikapasite	mi-capacité	NOM	f	s	
mi-carême	mikaREm	mi-carême	NOM	f	s	
mi-carrière	mikaRjER	mi-carrier	NOM	f	s	
mi-chat	miSa	mi-chat	NOM	m	s	
mi-châtaigniers	miSateNe	mi-châtaignier	NOM	m	p	
mi-chatte	miSat	mi-chatte	NOM	f	s	
mi-chemin	miS°m5	mi-chemin	NOM	m	s	
mi-chênes	miSEn	mi-chêne	NOM	m	p	
mi-chèvre	miSEvR	mi-chèvre	NOM	f	s	
mi-chou	miSu	mi-chou	NOM	m	s	
mi-chourineur	miSuRin9R	mi-chourineur	NOM	m	s	
mi-cloître	miklwatR	mi-cloître	NOM	m	s	
mi-compote	mik§pOt	mi-compote	NOM	f	s	
mi-confit	mik§fi	mi-confit	NOM	m		
mi-corbeaux	mikORbo	mi-corbeaux	NOM	m	p	
mi-corps	mikOR	mi-corps	NOM	m		
mi-côte	mikot	mi-côte	NOM	f	s	
mi-course	mikuRs	mi-course	NOM	f	s	
mi-cousine	mikuzin	mi-cousin	NOM	f	s	
mi-cousins	mikuz5	mi-cousin	NOM	m	p	
mi-coutume	mikutym	mi-coutume	NOM	f	s	
mi-crabe	mikRab	mi-crabe	NOM	m	s	
mi-créature	mikReatyR	mi-créature	NOM	f	s	
mi-croyant	mikRwaj@	mi-croyant	NOM	m		
mi-cuisse	mik8is	mi-cuisse	NOM	f	s	
mi-cuisses	mik8is	mi-cuisse	NOM	f	p	
mi-décadents	midekad@	mi-décadents	NOM	m		
mi-décembre	mides@bR	mi-décembre	NOM	m		
mi-démon	midem§	mi-démon	NOM	m	s	
mi-dentelle	mid@tEl	mi-dentelle	NOM	f	s	
mi-désir	mideziR	mi-désir	NOM	m	s	
mi-distance	midist@s	mi-distance	NOM	f	s	
mi-effrontée	miefR§te	mi-effrontée	NOM	m		
mi-enfant	mi@f@	mi-enfant	NOM		s	
mi-épaule	miepol	mi-épaule	NOM	f	s	
mi-espagnol	miEspaNOl	mi-espagnol	NOM	m		
mi-étage	mietaZ	mi-étage	NOM	m	s	
mi-été	miete	mi-été	NOM	m		
mi-étendue	miet@dy	mi-étendue	NOM	f	s	
mi-étudiant	mietydj@	mi-étudiant	NOM	m		
mi-européen	mi2Rope5	mi-européen	NOM	m		
mi-excitation	miEksitasj§	mi-excitation	NOM	f	s	
mi-farceur	mifaRs9R	mi-farceur	NOM	m		
mi-femme	mifam	mi-femme	NOM	f	s	
mi-fermiers	mifERmje	mi-fermiers	NOM	m		
mi-février	mifevRije	mi-février	NOM	f	s	
mi-fiel	mifjEl	mi-fiel	NOM	m	s	
mi-figue	mifig	mi-figue	NOM	f	s	
mi-flanc	mifl@	mi-flanc	NOM	m	s	
mi-fleuve	mifl9v	mi-fleuve	NOM	m	s	
mi-français	mifR@sE	mi-français	NOM	m		
mi-garçon	migaRs§	mi-garçon	NOM	m	s	
mi-geste	miZEst	mi-geste	NOM	m	s	
mi-gigolpince	miZigolpis	mi-gigolpince	NOM	m	s	
mi-gnon	miN§	mi-gnon	NOM	m	s	
mi-goélands	migoel@	mi-goéland	NOM	m	p	
mi-gonzesse	mig§zEs	mi-gonzesse	NOM	f	s	
mi-grenier	migR°nje	mi-grenier	NOM	m	s	
mi-grognon	migRoN§	mi-grognon	NOM	m		
mi-hauteur	miot9R	mi-hauteur	NOM	f	s	
mi-homme	miOm	mi-homme	NOM	m	s	
mi-humain	miym5	mi-humain	NOM	m		
mi-humaine	miymEn	mi-humaine	NOM	m		
mi-humains	miym5	mi-humains	NOM	m		
mi-idiotes	miidjOt	mi-idiotes	NOM	m		
mi-images	miimaZ	mi-image	NOM	f	p	
mi-indien	mi5dj5	mi-indien	NOM	m		
mi-indifférente	mi5difeR@t	mi-indifférente	NOM	m		
mi-jambe	miZ@b	mi-jambe	NOM	f	s	
mi-jambes	miZ@b	mi-jambe	NOM	f	p	
mi-janvier	miZ@vje	mi-janvier	NOM	f	s	
mi-jersey	miZERzE	mi-jersey	NOM	m	s	
mi-joue	miZu	mi-joue	NOM	f	s	
mi-jour	miZuR	mi-jour	NOM	m	s	
mi-journée	miZuRne	mi-journée	NOM	f	s	
mi-juif	miZ8if	mi-juif	NOM	m		
mi-juillet	miZ8ijE	mi-juillet	NOM	f	s	
mi-juin	miZ85	mi-juin	NOM	f	s	
mi-laiton	milEt§	mi-laiton	NOM	m	s	
mi-londrès	mil§dREs	mi-londrès	NOM	m		
mi-longs	mil§	mi-longs	NOM	m		
mi-longueur	mil§g9R	mi-longueur	NOM	f	s	
mi-lourd	miluR	mi-lourd	NOM	m	s	
mi-machine	mimaSin	mi-machine	NOM	f	s	
mi-machines	mimaSin	mi-machine	NOM	f	p	
mi-mai	mimE	mi-mai	NOM	f	s	
mi-mao	mimao	mi-mao	NOM		s	
mi-marchande	mimaRS@d	mi-marchande	NOM	m		
mi-marécages	mimaRekaZ	mi-marécage	NOM	m	p	
mi-mars	mimaRs	mi-mars	NOM	f	s	
mi-métal	mimetal	mi-métal	NOM	m	s	
mi-meublé	mim9ble	mi-meublé	NOM	m		
mi-mexicain	mimEksik5	mi-mexicain	NOM	m		
mi-mollet	mimolE	mi-mollet	NOM	m		
mi-mollets	mimolE	mi-mollets	NOM	m		
mi-mondaine	mim§dEn	mi-mondaine	NOM	m		
mi-moqueur	mimok9R	mi-moqueur	NOM	m		
mi-mot	mimo	mi-mot	NOM	m	s	
mi-mots	mimo	mi-mot	NOM	m	p	
mi-mouton	mimut§	mi-mouton	NOM	m	s	
mi-moyen	mimwaj5	mi-moyen	NOM	m	s	
mi-noir	minwaR	mi-noir	NOM	m		
mi-novembre	minov@bR	mi-novembre	NOM	f	s	
mi-nuit	min8i	mi-nuit	NOM	f	s	
mi-octobre	miOktObR	mi-octobre	NOM	f	s	
mi-officiel	miofisjEl	mi-officiel	NOM	m		
mi-ogre	miOgR	mi-ogre	NOM	m	s	
mi-oiseau	miwazo	mi-oiseau	NOM	m	s	
mi-oriental	mioRj@tal	mi-oriental	NOM	m		
mi-parcours	mipaRkuR	mi-parcours	NOM	m		
mi-patio	mipatjo	mi-patio	NOM	m	s	
mi-patois	mipatwa	mi-patois	NOM	m		
mi-peau	mipo	mi-peau	NOM	f	s	
mi-pêcheurs	mipES9R	mi-pêcheur	NOM	m	p	
mi-pelouse	mip°luz	mi-pelouse	NOM	f	s	
mi-pensées	mip@se	mi-pensée	NOM	f	p	
mi-pente	mip@t	mi-pente	NOM	f	s	
mi-pierre	mipjER	mi-pierre	NOM	f	s	
mi-plaisant	miplEz@	mi-plaisant	NOM	m		
mi-pleurant	mipl9R@	mi-pleurant	NOM	m		
mi-pleurnichard	mipl9RniSaR	mi-pleurnichard	NOM	m		
mi-plombiers	mipl§bje	mi-plombier	NOM	m	p	
mi-poisson	mipwas§	mi-poisson	NOM	m	s	
mi-poitrine	mipwatRin	mi-poitrine	NOM	f	s	
mi-porcine	mipORsin	mi-porcine	NOM	m		
mi-porté	mipORte	mi-porté	NOM	m		
mi-portugaise	mipORtygEz	mi-portugaise	NOM	m		
mi-poucet	mipusE	mi-poucet	NOM	m	s	
mi-poulet	mipulE	mi-poulet	NOM	m	s	
mi-prestidigitateur	mipREstidiZitat9R	mi-prestidigitateur	NOM	m	s	
mi-promenoir	mipRomnwaR	mi-promenoir	NOM	m	s	
mi-protecteur	mipRotEkt9R	mi-protecteur	NOM	m		
mi-putain	mipyt5	mi-putain	NOM	f	s	
mi-railleur	miRaj9R	mi-railleur	NOM	m		
mi-raisin	miREz5	mi-raisin	NOM	m	s	
mi-réalité	miRealite	mi-réalité	NOM	f	s	
mi-régime	miReZim	mi-régime	NOM	m	s	
mi-renaissance	miR°nEs@s	mi-renaissance	NOM	f	s	
mi-résigné	miReziNe	mi-résigné	NOM	m		
mi-rose	miRoz	mi-rose	NOM		s	
mi-roulotte	miRulOt	mi-roulotte	NOM	f	s	
mi-route	miRut	mi-route	NOM	f	s	
mi-saison	misEz§	mi-saison	NOM	f	s	
mi-salade	misalad	mi-salade	NOM	f	s	
mi-salaire	misalER	mi-salaire	NOM	m	s	
mi-satin	misat5	mi-satin	NOM	m	s	
mi-secours	mis°kuR	mi-secours	NOM	m		
mi-seigneur	misEN9R	mi-seigneur	NOM	m	s	
mi-sel	misEl	mi-sel	NOM	m	s	
mi-septembre	misEpt@bR	mi-septembre	NOM	f	s	
mi-série	miseRi	mi-série	NOM	f	s	
mi-singe	mis5Z	mi-singe	NOM	m	s	
mi-sommet	misomE	mi-sommet	NOM	m	s	
mi-songe	mis§Z	mi-songe	NOM	m	s	
mi-tantouse	mit@tuz	mi-tantouse	NOM	f	s	
mi-tendre	mit@dR	mi-tendre	NOM	m		
mi-tour	mituR	mi-tour	NOM		s	
mi-tout	mitu	mi-tout	NOM	m		
mi-trimestre	mitRimEstR	mi-trimestre	NOM	m	s	
mi-végétal	miveZetal	mi-végétal	NOM	m		
mi-velours	miv°luR	mi-velours	NOM	m		
mi-vénitien	mivenisj5	mi-vénitien	NOM	m		
mi-verre	mivER	mi-verre	NOM	m	s	
mi-vie	mivi	mi-vie	NOM	f	s	
mi-voix	mivwa	mi-voix	NOM	f		
mi-vrais	mivRE	mi-vrais	NOM	m		
miaou	mjau	miaou	NOM	m	s	
miaous	mjau	miaou	NOM	m	p	
miasme	mjasm	miasme	NOM	m	s	
miasmes	mjasm	miasme	NOM	m	p	
miaulement	mjol°m@	miaulement	NOM	m	s	
miaulements	mjol°m@	miaulement	NOM	m	p	
mica	mika	mica	NOM	m	s	
micas	mika	mica	NOM	m	p	
miche	miS	miche	NOM	f	s	
miché	miSe	miché	NOM	m	s	
micheline	miS°lin	micheline	NOM	f	s	
michés	miSe	miché	NOM	m	p	
miches	miS	miche	NOM	f	p	
micheton	miS°t§	micheton	NOM	m	s	
michetonneuse	miS°ton2z	michetonneuse	NOM	f	s	
michetonneuses	miS°ton2z	michetonneuse	NOM	f	p	
michetons	miS°t§	micheton	NOM	m	p	
mickeys	mikE	mickey	NOM	m	p	
micmac	mikmak	micmac	NOM	m	s	
micmacs	mikmak	micmac	NOM	m	p	
micocoulier	mikokulje	micocoulier	NOM	m	s	
micocouliers	mikokulje	micocoulier	NOM	m	p	
micro	mikRo	micro	NOM		s	
micro-cravate	mikRokRavat	micro-cravate	NOM	m	s	
micro-onde	mikRo§d	micro-onde	NOM	f	s	
micro-ondes	mikRo§d	micro-ondes	NOM	m		
micro-ordinateur	mikRoORdinat9R	micro-ordinateur	NOM	m	s	
micro-ordinateurs	mikRoORdinat9R	micro-ordinateur	NOM	m	p	
micro-organisme	mikRoORganizm	micro-organisme	NOM	m	s	
micro-trottoir	mikRotRotwaR	micro-trottoir	NOM	m	s	
microanalyse	mikRoanaliz	microanalyse	NOM	f	s	
microbe	mikROb	microbe	NOM	m	s	
microbes	mikROb	microbe	NOM	m	p	
microbiologie	mikRObjOlOZi	microbiologie	NOM	f	s	
microbiologiste	mikRobjoloZist	microbiologiste	NOM		s	
microbus	mikRobys	microbus	NOM	m		
microcassette	mikRokasEt	microcassette	NOM	f	s	
microcéphale	mikRosefal	microcéphale	NOM	m	s	
microcéphales	mikRosefal	microcéphale	NOM	m	p	
microchimie	mikRoSimi	microchimie	NOM	f	s	
microchirurgie	mikRoSiRyRZi	microchirurgie	NOM	f	s	
microcircuit	mikRosiRk8i	microcircuit	NOM	m	s	
microcircuits	mikRosiRk8i	microcircuit	NOM	m	p	
microclimat	mikRoklima	microclimat	NOM	m	s	
microcomposants	mikRok§poz@	microcomposant	NOM	m	p	
microcopie	mikRokOpi	microcopie	NOM	f	s	
microcosme	mikRokOsm	microcosme	NOM	m	s	
microcycles	mikRosikl	microcycle	NOM	m	p	
microédition	mikRoedisj§	microédition	NOM	f	s	
microfiches	mikRofiS	microfiche	NOM	f	p	
microfilm	mikRofilm	microfilm	NOM	m	s	
microfilms	mikRofilm	microfilm	NOM	m	p	
microgramme	mikROgRam	microgramme	NOM	m	s	
microgravité	mikRogRavite	microgravité	NOM	f	s	
microlithes	mikRolit	microlithe	NOM	m	p	
micromètre	mikRomEtR	micromètre	NOM	m	s	
micromètres	mikRomEtR	micromètre	NOM	m	p	
micron	mikR§	micron	NOM	m	s	
microns	mikR§	micron	NOM	m	p	
microphone	mikRofOn	microphone	NOM	m	s	
microphones	mikRofOn	microphone	NOM	m	p	
microprocesseur	mikRopRosEs9R	microprocesseur	NOM	m	s	
microprocesseurs	mikRopRosEs9R	microprocesseur	NOM	m	p	
micros	mikRo	micro	NOM		p	
microscope	mikRoskOp	microscope	NOM	m	s	
microscopes	mikRoskOp	microscope	NOM	m	p	
microscopie	mikRoskOpi	microscopie	NOM	f	s	
microseconde	mikRos°g§d	microseconde	NOM	f	s	
microsecondes	mikRos°g§d	microseconde	NOM	f	p	
microsillon	mikRosij§	microsillon	NOM	m	s	
microsillons	mikRosij§	microsillon	NOM	m	p	
microsociologie	mikRososjoloZi	microsociologie	NOM	f	s	
microsonde	mikRos§d	microsonde	NOM	f	s	
microstructure	mikRostRyktyR	microstructure	NOM	f	s	
microstructures	mikRostRyktyR	microstructure	NOM	f	p	
miction	miksj§	miction	NOM	f	s	
mictions	miksj§	miction	NOM	f	p	
middle class	mid2lklas	middle class	NOM	f	s	
middle-west	mid2lwEst	middle-west	NOM	m	s	
midi	midi	midi	NOM	m		
midinette	midinEt	midinette	NOM	f	s	
midinettes	midinEt	midinette	NOM	f	p	
midis	midi	midi	NOM	m	p	
midrash	midRaS	midrash	NOM	m	s	
midship	mitSip	midship	NOM	m	s	
mie	mi	mie	NOM	f	s	
miel	mjEl	miel	NOM	m	s	
miellat	mjElat	miellat	NOM	m	s	
mielle	mjEl	mielle	NOM	f	s	
miellée	mjEle	miellé	NOM	f	s	
miellées	mjEle	miellé	NOM	f	p	
miels	mjEl	miel	NOM	m	p	
mies	mi	mie	NOM	f	p	
miette	mjEt	miette	NOM	f	s	
miettes	mjEt	miette	NOM	f	p	
mieux	mj2	mieux	NOM	m		
mieux-être	mj2zEtR	mieux-être	NOM	m		
mieux-vivre	mj2vivR	mieux-vivre	NOM	m	s	
mièvrerie	mjEvR°Ri	mièvrerie	NOM	f	s	
mièvreries	mjEvR°Ri	mièvrerie	NOM	f	p	
mignardise	miNaRdiz	mignardise	NOM	f	s	
mignardises	miNaRdiz	mignardise	NOM	f	p	
mignards	miNaR	mignard	NOM	m	p	
mignon	miN§	mignon	NOM	m	s	
mignonne	miNOn	mignon	NOM	f	s	
mignonnes	miNOn	mignon	NOM	f	p	
mignonnette	miNonEt	mignonnette	NOM	f	s	
mignonnettes	miNonEt	mignonnette	NOM	f	p	
mignons	miN§	mignon	NOM	m	p	
migraine	migREn	migraine	NOM	f	s	
migraines	migREn	migraine	NOM	f	p	
migraineuse	migREn2z	migraineuse	NOM	f	s	
migraineux	migREn2	migraineux	NOM	m		
migrant	migR@	migrant	NOM	m	s	
migrants	migR@	migrant	NOM	m	p	
migrateur	migRat9R	migrateur	NOM	m	s	
migrateurs	migRat9R	migrateur	NOM	m	p	
migration	migRasj§	migration	NOM	f	s	
migrations	migRasj§	migration	NOM	f	p	
mijaurée	miZoRe	mijaurée	NOM	f	s	
mijaurées	miZoRe	mijaurée	NOM	f	p	
mijoteuse	miZot2z	mijoteuse	NOM	f	s	
mikado	mikado	mikado	NOM	m	s	
mil	mil	mil	NOM	m		
milady	miledi	milady	NOM	f	s	
milan	mil@	milan	NOM	m	s	
milanais	milanE	milanais	NOM	m		
milanaise	milanEz	milanais	NOM	f	s	
milanaises	milanEz	milanais	NOM	f	p	
milans	mil@	milan	NOM	m	p	
mildiou	mildju	mildiou	NOM	m	s	
mile	majl	mile	NOM	m	s	
miles	majls	mile	NOM	m	p	
milice	milis	milice	NOM	f	s	
milices	milis	milice	NOM	f	p	
milicien	milisj5	milicien	NOM	m	s	
miliciennes	milisjEn	milicienne	NOM	f	p	
miliciennes	milisjEn	milicien	NOM	f	p	
miliciens	milisj5	milicien	NOM	m	p	
milieu	milj2	milieu	NOM	m	s	
milieux	milj2	milieu	NOM	m	p	
militaire	militER	militaire	NOM		s	
militaires	militER	militaire	NOM		p	
militant	milit@	militant	NOM	m	s	
militante	milit@t	militant	NOM	f	s	
militantes	milit@t	militant	NOM	f	p	
militantisme	milit@tizm	militantisme	NOM	m	s	
militants	milit@	militant	NOM	m	p	
militarisation	militaRizasj§	militarisation	NOM	f	s	
militarisme	militaRizm	militarisme	NOM	m	s	
militariste	militaRist	militariste	NOM		s	
militaristes	militaRist	militariste	NOM		p	
milk shake	milkSEjk	milk-shake	NOM	m	s	
milk-bar	milkbaR	milk-bar	NOM	m	s	
milk-bars	milkbaR	milk-bar	NOM	m	p	
milk-shake	milkSEjk	milk-shake	NOM	m	s	
milk-shakes	milkSEjk	milk-shake	NOM	m	p	
mille	mil	mille	NOM	m		
mille-feuille	milf9j	mille-feuille	NOM	m	s	
mille-feuilles	milf9j	mille-feuille	NOM	m	p	
mille-pattes	milpat	mille-pattes	NOM	m		
millefeuille	mil°f9j	millefeuille	NOM		s	
millefeuilles	mil°f9j	millefeuille	NOM		p	
millénaire	milenER	millénaire	NOM	m	s	
millénaires	milenER	millénaire	NOM	m	p	
millénarisme	milenaRism	millénarisme	NOM	m	s	
millénium	milenjOm	millénium	NOM	m	s	
millenium	milenjOm	millenium	NOM	m	s	
milles	mil	mille	NOM	m	p	
millésime	milezim	millésime	NOM	m	s	
millésimes	milezim	millésime	NOM	m	p	
millet	mijE	millet	NOM	m	s	
milliard	miljaR	milliard	NOM	m	s	
milliardaire	miljaRdER	milliardaire	NOM		s	
milliardaires	miljaRdER	milliardaire	NOM		p	
milliardième	miljaRdjEm	milliardième	NOM	m	s	
milliards	miljaR	milliard	NOM	m	p	
millième	miljEm	millième	NOM	m	s	
millièmes	miljEm	millième	NOM	m	p	
millier	milje	millier	NOM	m	s	
milliers	milje	millier	NOM	m	p	
milligramme	miligRam	milligramme	NOM	m	s	
milligrammes	miligRam	milligramme	NOM	m	p	
millilitre	mililitR	millilitre	NOM	m	s	
millimètre	milimEtR	millimètre	NOM	m	s	
millimètres	milimEtR	millimètre	NOM	m	p	
million	milj§	million	NOM	m	s	
millionième	miljonjEm	millionième	NOM		s	
millionnaire	miljonER	millionnaire	NOM		s	
millionnaires	miljonER	millionnaire	NOM		p	
millions	milj§	million	NOM	m	p	
milliseconde	milis°g§d	milliseconde	NOM	f	s	
millisecondes	milisg§d	milliseconde	NOM	f	p	
milonga	miloga	milonga	NOM	f	s	
milord	milOR	milord	NOM	m	s	
milords	milOR	milord	NOM	m	p	
milouin	milw5	milouin	NOM	m	s	
mime	mim	mime	NOM	m	s	
mimes	mim	mime	NOM	m	p	
mimétisme	mimetizm	mimétisme	NOM	m	s	
mimi	mimi	mimi	NOM	m	s	
mimique	mimik	mimique	NOM	f	s	
mimiques	mimik	mimique	NOM	f	p	
mimis	mimi	mimi	NOM	m	p	
mimodrames	mimodRam	mimodrame	NOM	m	p	
mimolette	mimOlEt	mimolette	NOM	f	s	
mimosa	mimoza	mimosa	NOM	m	s	
mimosas	mimoza	mimosa	NOM	m	p	
mimosées	mimoze	mimosée	NOM	f	p	
min	min	min	NOM	m		
minable	minabl	minable	NOM		s	
minables	minabl	minable	NOM		p	
minage	minaZ	minage	NOM	m	s	
minaret	minaRE	minaret	NOM	m	s	
minarets	minaRE	minaret	NOM	m	p	
minauderie	minod°Ri	minauderie	NOM	f	s	
minauderies	minod°Ri	minauderie	NOM	f	p	
minaudière	minodjER	minaudière	NOM	f	s	
minbar	minbaR	minbar	NOM	m	s	
minceur	m5s9R	minceur	NOM	f	s	
minceurs	m5s9R	minceur	NOM	f	p	
mine	min	mine	NOM	f	s	
minerai	min°RE	minerai	NOM	m	s	
minerais	min°RE	minerai	NOM	m	p	
minéral	mineRal	minéral	NOM	m	s	
minéraliers	mineRalje	minéralier	NOM	m	p	
minéralisation	mineRalizasj§	minéralisation	NOM	f	s	
