ortho	phon	lemme	cgram	genre	nombre	
minéraux	mineRo	minéral	NOM	m	p	
minerval	minERval	minerval	NOM	m	s	
minerve	minERv	minerve	NOM	f	s	
mines	min	mine	NOM	f	p	
minestrone	minEstROn	minestrone	NOM	m	s	
minet	minE	minet	NOM	m	s	
minets	minE	minet	NOM	m	p	
minette	minEt	minet	NOM	f	s	
minettes	minEt	minet	NOM	f	p	
mineur	min9R	mineur	NOM	m	s	
mineure	min9R	mineur	NOM	f	s	
mineures	min9R	mineur	NOM	f	p	
mineurs	min9R	mineur	NOM	m	p	
mini	mini	mini	NOM		s	
mini-chaîne	miniSEn	mini-chaîne	NOM	f	s	
mini-jupe	miniZyp	mini-jupe	NOM	f	s	
mini-jupes	miniZyp	mini-jupe	NOM	f	p	
mini-ordinateur	miniORdinat9R	mini-ordinateur	NOM	m	s	
miniature	minjatyR	miniature	NOM	f	s	
miniatures	minjatyR	miniature	NOM	f	p	
miniaturisation	minjatyRizasj§	miniaturisation	NOM	f	s	
miniaturiste	minjatyRist	miniaturiste	NOM		s	
minibar	minibaR	minibar	NOM	m	s	
minibus	minibys	minibus	NOM	m		
minicassette	minikasEt	minicassette	NOM		s	
minicassettes	minikasEt	minicassette	NOM		p	
minigolf	minigOlf	minigolf	NOM	m	s	
minijupe	miniZyp	minijupe	NOM	f	s	
minijupes	miniZyp	minijupe	NOM	f	p	
minima	minima	minimum	NOM	m	p	
minimalisme	minimalizm	minimalisme	NOM	m	s	
minimax	minimaks	minimax	NOM	m		
minime	minim	minime	NOM		s	
minimes	minim	minime	NOM		p	
minimisation	minimizasj§	minimisation	NOM	f	s	
minimum	minimOm	minimum	NOM	m	s	
minis	mini	mini	NOM		p	
ministère	ministER	ministère	NOM	m	s	
ministères	ministER	ministère	NOM	m	p	
ministre	ministR	ministre	NOM		s	
ministres	ministR	ministre	NOM	m	p	
minitel	minitEl	minitel	NOM	m	s	
minium	minjOm	minium	NOM	m	s	
minoen	minO5	minoen	NOM	m	s	
minoens	minO5	minoen	NOM	m	p	
minois	minwa	minois	NOM	m		
minorité	minoRite	minorité	NOM	f	s	
minorités	minoRite	minorité	NOM	f	p	
minot	mino	minot	NOM	m	s	
minotaure	minotoR	minotaure	NOM	m	s	
minotaures	minotoR	minotaure	NOM	m	p	
minoteries	minOt°Ri	minoterie	NOM	f	p	
minotier	minotje	minotier	NOM	m	s	
minots	mino	minot	NOM	m	p	
minou	minu	minou	NOM	m	s	
minous	minu	minou	NOM	m	p	
minuit	min8i	minuit	NOM	m	s	
minuits	min8i	minuit	NOM	m	p	
minus	minys	minus	NOM	m		
minus habens	minyszabEns	minus habens	NOM	m		
minuscule	minyskyl	minuscule	NOM		s	
minuscules	minyskyl	minuscule	NOM		p	
minutage	minytaZ	minutage	NOM	m	s	
minute	minyt	minute	NOM	f	s	
minuterie	minyt°Ri	minuterie	NOM	f	s	
minuteries	minyt°Ri	minuterie	NOM	f	p	
minutes	minyt	minute	NOM	f	p	
minuteur	minyt9R	minuteur	NOM	m	s	
minuteurs	minyt9R	minuteur	NOM	m	p	
minutie	minysi	minutie	NOM	f	s	
minuties	minysi	minutie	NOM	f	p	
mioche	mjOS	mioche	NOM		s	
mioches	mjOS	mioche	NOM		p	
miquette	mikEt	miquette	NOM	f	s	
mir	miR	mir	NOM	m	s	
mirabelle	miRabEl	mirabelle	NOM	f	s	
mirabelles	miRabEl	mirabelle	NOM	f	p	
mirabellier	miRabelje	mirabellier	NOM	m	s	
mirabelliers	miRabelje	mirabellier	NOM	m	p	
mirabilis	miRabilis	mirabilis	NOM	m		
miracle	miRakl	miracle	NOM	m	s	
miracles	miRakl	miracle	NOM	m	p	
miraculé	miRakyle	miraculé	NOM	m	s	
miraculée	miRakyle	miraculé	NOM	f	s	
miraculés	miRakyle	miraculé	NOM	m	p	
mirador	miRadOR	mirador	NOM	m	s	
miradors	miRadOR	mirador	NOM	m	p	
mirage	miRaZ	mirage	NOM	m	s	
mirages	miRaZ	mirage	NOM	m	p	
mire	miR	mire	NOM	f	s	
mirepoix	miRpwa	mirepoix	NOM	f		
mires	miR	mire	NOM	f	p	
mirette	miREt	mirette	NOM	f	s	
mirettes	miREt	mirette	NOM	f	p	
mirliflore	miRliflOR	mirliflore	NOM	m	s	
mirliton	miRlit§	mirliton	NOM	m	s	
mirlitons	miRlit§	mirliton	NOM	m	p	
mirmidon	miRmid§	mirmidon	NOM	m	s	
miro	miRo	miro	NOM		s	
miroir	miRwaR	miroir	NOM	m	s	
miroirs	miRwaR	miroir	NOM	m	p	
miroitement	miRwat°m@	miroitement	NOM	m	s	
miroitements	miRwat°m@	miroitement	NOM	m	p	
miroiterie	miRwat°Ri	miroiterie	NOM	f	s	
miroitier	miRwatje	miroitier	NOM	m	s	
miroitiers	miRwatje	miroitier	NOM	m	p	
mironton	miR§t§	mironton	NOM	m	s	
mirontons	miR§t§	mironton	NOM	m	p	
miroton	miRot§	miroton	NOM	m	s	
mirus	miRys	mirus	NOM	m		
misaine	mizEn	misaine	NOM	f	s	
misaines	mizEn	misaine	NOM	f	p	
misanthrope	miz@tROp	misanthrope	NOM		s	
misanthropie	miz@tRopi	misanthropie	NOM	f	s	
mise	miz	mise	NOM	f	s	
misérabilisme	mizeRabilizm	misérabilisme	NOM	m	s	
misérable	mizeRabl	misérable	NOM		s	
misérables	mizeRabl	misérable	NOM		p	
misère	mizER	misère	NOM	f	s	
miserere	mizeReRe	miserere	NOM	m		
misères	mizER	misère	NOM	f	p	
miséreuse	mizeR2z	miséreux	NOM	f	s	
miséreuses	mizeR2z	miséreux	NOM	f	p	
miséreux	mizeR2	miséreux	NOM	m		
miséricorde	mizeRikORd	miséricorde	NOM	f	s	
miséricordes	mizeRikORd	miséricorde	NOM	f	p	
mises	miz	mise	NOM	f	p	
misogyne	mizoZin	misogyne	NOM		s	
misogynes	mizoZin	misogyne	NOM		p	
misogynie	mizoZini	misogynie	NOM	f	s	
miss	mis	miss	NOM	f		
missel	misEl	missel	NOM	m	s	
missels	misEl	missel	NOM	m	p	
missile	misil	missile	NOM	m	s	
missiles	misil	missile	NOM	m	p	
missilier	misilje	missilier	NOM	m	s	
mission	misj§	mission	NOM	f	s	
mission-suicide	misj§s8isid	mission-suicide	NOM	f	s	
missionnaire	misjonER	missionnaire	NOM		s	
missionnaires	misjonER	missionnaire	NOM		p	
missions	misj§	mission	NOM	f	p	
missive	misiv	missive	NOM	f	s	
missives	misiv	missive	NOM	f	p	
mister	mist9R	mister	NOM	m	s	
mistigri	mistigRi	mistigri	NOM	m	s	
mistigris	mistigRi	mistigri	NOM	m	p	
mistonne	mistOn	miston	NOM	f	s	
mistonnes	mistOn	miston	NOM	f	p	
mistoufle	mistufl	mistoufle	NOM	f	s	
mistoufles	mistufl	mistoufle	NOM	f	p	
mistral	mistRal	mistral	NOM	m	s	
mistrals	mistRal	mistral	NOM	m	p	
mita	mita	mita	NOM	f	s	
mitaine	mitEn	mitaine	NOM	f	s	
mitaines	mitEn	mitaine	NOM	f	p	
mitan	mit@	mitan	NOM	m	s	
mitard	mitaR	mitard	NOM	m	s	
mitards	mitaR	mitard	NOM	m	p	
mite	mit	mite	NOM	f	s	
mites	mit	mite	NOM	f	p	
miteuse	mit2z	miteux	NOM	f	s	
miteuserie	mit2z°Ri	miteuserie	NOM	f	s	
miteux	mit2	miteux	NOM	m		
mithridatisation	mitRidatizasj§	mithridatisation	NOM	f	s	
mitigeurs	mitiZ9R	mitigeur	NOM	m	p	
mitochondrie	mitOk§dRi	mitochondrie	NOM	f	s	
mitochondries	mitok§dRi	mitochondrie	NOM	f	p	
miton	mit§	miton	NOM	m	s	
mitose	mitoz	mitose	NOM	f	s	
mitoufle	mitufl	mitoufle	NOM	f	s	
mitoyenneté	mitwajEn°te	mitoyenneté	NOM	f	s	
mitraillade	mitRajad	mitraillade	NOM	f	s	
mitraillades	mitRajad	mitraillade	NOM	f	p	
mitraillage	mitRajaZ	mitraillage	NOM	m	s	
mitraillages	mitRajaZ	mitraillage	NOM	m	p	
mitraille	mitRaj	mitraille	NOM	f	s	
mitrailles	mitRaj	mitraille	NOM	f	p	
mitraillette	mitRajEt	mitraillette	NOM	f	s	
mitraillettes	mitRajEt	mitraillette	NOM	f	p	
mitrailleur	mitRaj9R	mitrailleur	NOM	m	s	
mitrailleurs	mitRaj9R	mitrailleur	NOM	m	p	
mitrailleuse	mitRaj2z	mitrailleur	NOM	f	s	
mitrailleuses	mitRaj2z	mitrailleur	NOM	f	p	
mitre	mitR	mitre	NOM	f	s	
mitres	mitR	mitre	NOM	f	p	
mitron	mitR§	mitron	NOM	m	s	
mitrons	mitR§	mitron	NOM	m	p	
mixage	miksaZ	mixage	NOM	m	s	
mixer	miks9R	mixer	NOM	m	s	
mixers	miks9R	mixer	NOM	m	p	
mixeur	miks9R	mixeur	NOM	m	s	
mixeurs	miks9R	mixeur	NOM	m	p	
mixité	miksite	mixité	NOM	f	s	
mixture	mikstyR	mixture	NOM	f	s	
mixtures	mikstyR	mixture	NOM	f	p	
ml	mililitR	ml	NOM	m	s	
mlle	madmwazEl	mlle	NOM	f	s	
mm	milimEtR	mm	NOM	m		
mme	madam	mme	NOM	f	s	
mn	minyt	mn	NOM	m	s	
mnémotechnie	mnemotEkni	mnémotechnie	NOM	f	s	
mnémotechnique	mnemotEknik	mnémotechnique	NOM	f	s	
mob	mOb	mob	NOM	f	s	
mobil-home	mObilom	mobil-home	NOM	m	s	
mobile	mobil	mobile	NOM	m	s	
mobiles	mobil	mobile	NOM	m	p	
mobilier	mobilje	mobilier	NOM	m	s	
mobiliers	mobilje	mobilier	NOM	m	p	
mobilisation	mobilizasj§	mobilisation	NOM	f	s	
mobilité	mobilite	mobilité	NOM	f	s	
mobylette	mobilEt	mobylette	NOM	f	s	
mobylettes	mobilEt	mobylette	NOM	f	p	
mocassin	mokas5	mocassin	NOM	m	s	
mocassins	mokas5	mocassin	NOM	m	p	
mocheté	mOS°te	mocheté	NOM	f	s	
mochetés	mOS°te	mocheté	NOM	f	p	
moco	moko	moco	NOM	m	s	
mod	mOd	mod	NOM	m	s	
modalité	mOdalite	modalité	NOM	f	s	
modalités	modalite	modalité	NOM	f	p	
mode	mOd	mode	NOM		s	
model	modEl	model	NOM	m	s	
modelage	mod°laZ	modelage	NOM	m	s	
modèle	modEl	modèle	NOM	m	s	
modelé	mod°le	modelé	NOM	m	s	
modelés	mod°le	modelé	NOM	m	p	
modèles	modEl	modèle	NOM	m	p	
modeleur	mOd°l9R	modeleur	NOM	m	s	
modélisation	modelizasj§	modélisation	NOM	f	s	
modélisme	mOdelism	modélisme	NOM	m	s	
modéliste	modelist	modéliste	NOM		s	
modem	modEm	modem	NOM	m	s	
modems	modEm	modem	NOM	m	p	
modérateur	modeRat9R	modérateur	NOM	m	s	
modérateurs	modeRat9R	modérateur	NOM	m	p	
modération	modeRasj§	modération	NOM	f	s	
modérations	modeRasj§	modération	NOM	f	p	
modéré	modeRe	modéré	NOM	m	s	
modérée	modeRe	modéré	NOM	f	s	
modérés	modeRe	modéré	NOM	m	p	
modern style	modERnstil	modern style	NOM	m		
modern-style	modERnstil	modern-style	NOM	m	s	
moderne	modERn	moderne	NOM		s	
modernes	modERn	moderne	NOM		p	
modernisation	modERnizasj§	modernisation	NOM	f	s	
modernisations	modERnizasj§	modernisation	NOM	f	p	
modernisme	modERnizm	modernisme	NOM	m	s	
moderniste	modERnist	moderniste	NOM		s	
modernistes	modERnist	moderniste	NOM		p	
modernité	modERnite	modernité	NOM	f	s	
modernités	modERnite	modernité	NOM	f	p	
modes	mOd	mode	NOM		p	
modestie	modEsti	modestie	NOM	f	s	
modesties	modEsti	modestie	NOM	f	p	
modicité	modisite	modicité	NOM	f	s	
modification	modifikasj§	modification	NOM	f	s	
modifications	modifikasj§	modification	NOM	f	p	
modillon	modij§	modillon	NOM	m	s	
modillons	modij§	modillon	NOM	m	p	
modiste	modist	modiste	NOM		s	
modistes	modist	modiste	NOM		p	
modulation	modylasj§	modulation	NOM	f	s	
modulations	modylasj§	modulation	NOM	f	p	
module	modyl	module	NOM	m	s	
modules	modyl	module	NOM	m	p	
modus operandi	modusopeR@di	modus operandi	NOM	m	s	
modus vivendi	modusvivEndi	modus vivendi	NOM	m		
moelle	mwal	moelle	NOM	f	s	
moelles	mwal	moelle	NOM	f	p	
moellon	mwal§	moellon	NOM	m	s	
moellons	mwel§	moellon	NOM	m	p	
moeurs	m9Rs	moeurs	NOM	f	p	
moghol	mOgOl	moghol	NOM	m	s	
mohair	moER	mohair	NOM	m	s	
mohairs	moER	mohair	NOM	m	p	
mohican	mOik@	mohican	NOM	m	s	
moho	moo	moho	NOM	m	s	
moi	mwa	moi	NOM	m		
moi-moi-moi	mwamwamwa	moi-moi-moi	NOM	m		
moignon	mwaN§	moignon	NOM	m	s	
moignons	mwaN§	moignon	NOM	m	p	
moine	mwan	moine	NOM	m	s	
moineau	mwano	moineau	NOM	m	s	
moineaux	mwano	moineau	NOM	m	p	
moines	mwan	moine	NOM	m	p	
moinillon	mwanij§	moinillon	NOM	m	s	
moinillons	mwanij§	moinillon	NOM	m	p	
moins	mw5	moins	NOM	m		
moire	mwaR	moire	NOM	f	s	
moiré	mwaRe	moiré	NOM	m	s	
moires	mwaR	moire	NOM	f	p	
moirés	mwaRe	moiré	NOM	m	p	
moirure	mwaRyR	moirure	NOM	f	s	
moirures	mwaRyR	moirure	NOM	f	p	
mois	mwa	mois	NOM	m		
moise	mwaz	moise	NOM	f	s	
moïse	moiz	moïse	NOM	m	s	
moises	mwaz	moise	NOM	f	p	
moisi	mwazi	moisi	NOM	m	s	
moisis	mwazi	moisi	NOM	m	p	
moisissure	mwazisyR	moisissure	NOM	f	s	
moisissures	mwazisyR	moisissure	NOM	f	p	
moisson	mwas§	moisson	NOM	f	s	
moissonneur	mwason9R	moissonneur	NOM	m	s	
moissonneurs	mwason9R	moissonneur	NOM	m	p	
moissonneuse	mwason2z	moissonneur	NOM	f	s	
moissonneuse-batteuse	mwason2zbat2z	moissonneuse-batteuse	NOM	f	s	
moissonneuse-lieuse	mwason2zlj2z	moissonneuse-lieuse	NOM	f	s	
moissonneuses	mwason2z	moissonneur	NOM	f	p	
moissonneuses-batteuses	mwason2zbat2z	moissonneuse-batteuse	NOM	f	p	
moissonneuses-lieuses	mwason2zlj2z	moissonneuse-lieuse	NOM	f	p	
moissons	mwas§	moisson	NOM	f	p	
moiteur	mwat9R	moiteur	NOM	f	s	
moiteurs	mwat9R	moiteur	NOM	f	p	
moitié	mwatje	moitié	NOM	f	s	
moitiés	mwatje	moitié	NOM	f	p	
moka	moka	moka	NOM	m	s	
mokas	moka	moka	NOM	m	p	
moko	moko	moko	NOM	m	s	
molaire	molER	molaire	NOM	f	s	
molaires	molER	molaire	NOM	f	p	
molard	mOlaR	molard	NOM	m	s	
molasse	molas	molasse	NOM	f	s	
moldave	mOldav	moldave	NOM		s	
môle	mol	môle	NOM		s	
mole	mOl	mole	NOM	f	s	
molécule	molekyl	molécule	NOM	f	s	
molécules	molekyl	molécule	NOM	f	p	
molènes	molEn	molène	NOM	f	p	
môles	mol	môle	NOM		p	
moles	mOl	mole	NOM	f	p	
moleskine	molEskin	moleskine	NOM	f	s	
molesquine	molEskin	molesquine	NOM	f	s	
molestation	molEstasj§	molestation	NOM	f	s	
molette	molEt	molette	NOM	f	s	
molettes	molEt	molette	NOM	f	p	
mollah	mola	mollah	NOM	m	s	
mollahs	mola	mollah	NOM	m	p	
mollard	molaR	mollard	NOM	m	s	
mollards	molaR	mollard	NOM	m	p	
mollasson	molas§	mollasson	NOM	m	s	
mollassonne	molasOn	mollasson	NOM	f	s	
mollassons	molas§	mollasson	NOM	m	p	
mollesse	molEs	mollesse	NOM	f	s	
mollesses	molEs	mollesse	NOM	f	p	
mollet	molE	mollet	NOM	m	s	
molletière	mOl°tjER	molletière	NOM	f	s	
molletières	mOl°tjER	molletière	NOM	f	p	
molleton	mOl°t§	molleton	NOM	m	s	
molletons	mOl°t§	molleton	NOM	m	p	
mollets	molE	mollet	NOM	m	p	
mollusque	molysk	mollusque	NOM	m	s	
mollusques	molysk	mollusque	NOM	m	p	
moloch	molOk	moloch	NOM	m	s	
molosse	molOs	molosse	NOM	m	s	
molosses	molOs	molosse	NOM	m	p	
moly	mOli	moly	NOM	m	s	
molybdène	mOlibdEn	molybdène	NOM	m	s	
moman	mom@	moman	NOM	f	s	
mombin	m§b5	mombin	NOM	m	s	
môme	mom	môme	NOM		s	
moment	mom@	moment	NOM	m	s	
moment-clé	mom@kle	moment-clé	NOM	m	s	
moments	mom@	moment	NOM	m	p	
moments-clés	mom@kle	moments-clé	NOM	m	p	
momerie	mom°Ri	momerie	NOM	f	s	
mômeries	mom°Ri	mômerie	NOM	f	p	
momeries	mom°Ri	momerie	NOM	f	p	
mômes	mom	môme	NOM		p	
momichons	momiS§	momichon	NOM	m	p	
momie	momi	momi	NOM	f	s	
momie	momi	momie	NOM	f	s	
momies	momi	momi	NOM	f	p	
momies	momi	momie	NOM	f	p	
momification	momifikasj§	momification	NOM	f	s	
mominette	mOminEt	mominette	NOM	f	s	
monachisme	monaSizm	monachisme	NOM	m	s	
monades	monad	monade	NOM	f	p	
monadologie	mOnadOlOZi	monadologie	NOM	f	s	
monarchie	monaRSi	monarchie	NOM	f	s	
monarchies	monaRSi	monarchie	NOM	f	p	
monarchiste	monaRSist	monarchiste	NOM		s	
monarchistes	monaRSist	monarchiste	NOM		p	
monarque	monaRk	monarque	NOM	m	s	
monarques	monaRk	monarque	NOM	m	p	
monastère	monastER	monastère	NOM	m	s	
monastères	monastER	monastère	NOM	m	p	
monbazillac	m§bazijak	monbazillac	NOM	m	s	
monceau	m§so	monceau	NOM	m	s	
monceaux	m§so	monceau	NOM	m	p	
mondain	m§d5	mondain	NOM	m	s	
mondaine	m§dEn	mondain	NOM	f	s	
mondaines	m§dEn	mondain	NOM	f	p	
mondains	m§d5	mondain	NOM	m	p	
mondanité	m§danite	mondanité	NOM	f	s	
mondanités	m§danite	mondanité	NOM	f	p	
monde	m§d	monde	NOM	m	s	
mondes	m§d	monde	NOM	m	p	
mondiale	m§djal	mondiale	NOM	m		
mondialisation	m§djalizasj§	mondialisation	NOM	f	s	
mondovision	m§dovizj§	mondovision	NOM	f	s	
mongo	m§go	mongo	NOM		s	
mongol	m§gOl	mongol	NOM	m	s	
mongole	m§gOl	mongol	NOM	f	s	
mongoles	m§gOl	mongol	NOM	f	p	
mongolie	m§gOli	mongolie	NOM	f	s	
mongolien	m§golj5	mongolien	NOM	m	s	
mongolienne	m§goljEn	mongolien	NOM	f	s	
mongoliennes	m§goljEn	mongolien	NOM	f	p	
mongoliens	m§golj5	mongolien	NOM	m	p	
mongols	m§gOl	mongol	NOM	m	p	
moniale	monjal	moniale	NOM	f	s	
moniteur	monit9R	moniteur	NOM	m	s	
moniteurs	monit9R	moniteur	NOM	m	p	
monition	mOnisj§	monition	NOM	f	s	
monitor	monitOR	monitor	NOM	m	s	
monitorage	mOnitORaZ	monitorage	NOM	m	s	
monitoring	monitoRiG	monitoring	NOM	m	s	
monitrice	monitRis	moniteur	NOM	f	s	
monitrices	monitRis	moniteur	NOM	f	p	
monnaie	monE	monnaie	NOM	f	s	
monnaie-du-pape	monEdypap	monnaie-du-pape	NOM	f	s	
monnaies	monE	monnaie	NOM	f	p	
monnaies-du-pape	monEdypap	monnaies-du-pape	NOM	f	p	
monnayeur	mOnEj9R	monnayeur	NOM	m	s	
monnayeurs	monEj9R	monnayeur	NOM	m	p	
mono	mono	mono	NOM		s	
monoamine	monoamin	monoamine	NOM	f	s	
monobloc	monoblOk	monobloc	NOM	m	s	
monochromie	monokRomi	monochromie	NOM	f	s	
monocle	monOkl	monocle	NOM	m	s	
monocles	monOkl	monocle	NOM	m	p	
monocoque	monokOk	monocoque	NOM	m	s	
monocratie	monokRasi	monocratie	NOM	f	s	
monoculture	monokyltyR	monoculture	NOM	f	s	
monocycle	monosikl	monocycle	NOM	m	s	
monocylindre	monosil5dR	monocylindre	NOM	m	s	
monodie	monodi	monodie	NOM	f	s	
monofilament	monofilam@	monofilament	NOM	m	s	
monogame	monogam	monogame	NOM	m	s	
monogames	monogam	monogame	NOM	m	p	
monogamie	monogami	monogamie	NOM	f	s	
monogramme	monogRam	monogramme	NOM	m	s	
monogrammes	monogRam	monogramme	NOM	m	p	
monographie	monogRafi	monographie	NOM	f	s	
monographies	monogRafi	monographie	NOM	f	p	
monokini	monokini	monokini	NOM	m	s	
monolinguisme	monol5g8ism	monolinguisme	NOM	m	s	
monolithe	monolit	monolithe	NOM	m	s	
monolithes	monolit	monolithe	NOM	m	p	
monolithisme	monolitizm	monolithisme	NOM	m	s	
monologue	monolOg	monologue	NOM	m	s	
monologues	monolOg	monologue	NOM	m	p	
monomane	monoman	monomane	NOM		s	
monomanie	monomani	monomanie	NOM	f	s	
monômes	monom	monôme	NOM	m	p	
monomoteur	monomot9R	monomoteur	NOM	m	s	
mononucléose	mononykleoz	mononucléose	NOM	f	s	
monoplace	monoplas	monoplace	NOM		s	
monoplaces	monoplas	monoplace	NOM		p	
monoplan	monopl@	monoplan	NOM	m	s	
monoplans	monopl@	monoplan	NOM	m	p	
monopole	monopOl	monopole	NOM	m	s	
monopoles	monopOl	monopole	NOM	m	p	
monopoly	monopoli	monopoly	NOM	m	s	
monoprix	monopRi	monoprix	NOM	m		
monorail	monoRaj	monorail	NOM	m	s	
monorails	monoRaj	monorail	NOM	m	p	
monospace	monospas	monospace	NOM	m	s	
monosyllabe	monosilab	monosyllabe	NOM	m	s	
monosyllabes	monosilab	monosyllabe	NOM	m	p	
monothéisme	monoteizm	monothéisme	NOM	m	s	
monothéismes	monoteizm	monothéisme	NOM	m	p	
monothéiste	monoteist	monothéiste	NOM		s	
monotonie	monotoni	monotonie	NOM	f	s	
monotype	monotip	monotype	NOM	m	s	
monoxyde	monOksid	monoxyde	NOM	m	s	
mons	m§s	mons	NOM		s	
monseigneur	m§sEN9R	monseigneur	NOM	m	s	
monsieur	m°sj2	monsieur	NOM	m	s	
monsignor	m§siNOR	monsignor	NOM	m	s	
monsignore	m§siNOR	monsignore	NOM	m	s	
monstrance	m§stR@s	monstrance	NOM	f	s	
monstrances	m§stR@s	monstrance	NOM	f	p	
monstre	m§stR	monstre	NOM	m	s	
monstres	m§stR	monstre	NOM	m	p	
monstruosité	m§stRyozite	monstruosité	NOM	f	s	
monstruosités	m§stRyozite	monstruosité	NOM	f	p	
mont	m§	mont	NOM	m	s	
mont-blanc	m§bl@	mont-blanc	NOM	m	s	
mont-de-piété	m§d°pjete	mont-de-piété	NOM	m	s	
montage	m§taZ	montage	NOM	m	s	
montages	m§taZ	montage	NOM	m	p	
montagnard	m§taNaR	montagnard	NOM	m	s	
montagnarde	m§taNaRd	montagnard	NOM	f	s	
montagnards	m§taNaR	montagnard	NOM	m	p	
montagne	m§taN	montagne	NOM	f	s	
montagnes	m§taN	montagne	NOM	f	p	
montaison	m§tEz§	montaison	NOM	f	s	
montant	m§t@	montant	NOM	m	s	
montants	m§t@	montant	NOM	m	p	
monte-charge	m§tSaRZ	monte-charge	NOM	m		
monte-charges	m§tSaRZ	monte-charges	NOM	m		
monte-en-l'air	m§t@lER	monte-en-l'air	NOM	m		
monte-plat	m§tpla	monte-plat	NOM	m	s	
monte-plats	m§tpla	monte-plats	NOM	m		
montée	m§te	montée	NOM	f	s	
montées	m§te	montée	NOM	f	p	
monténégrin	m§tenegR5	monténégrin	NOM	m	s	
montes	m§t	monte	NOM	f	p	
monteur	m§t9R	monteur	NOM	m	s	
monteurs	m§t9R	monteur	NOM	m	p	
monteuse	m§t2z	monteur	NOM	f	s	
montgolfière	m§gOlfjER	montgolfière	NOM	f	s	
montgolfières	m§gOlfjER	montgolfière	NOM	f	p	
monticule	m§tikyl	monticule	NOM	m	s	
monticules	m§tikyl	monticule	NOM	m	p	
montjoie	m§Zwa	montjoie	NOM	f	s	
montmartrois	m§maRtRwa	montmartrois	NOM	m		
montparno	m§paRno	montparno	NOM	m	s	
montpelliéraine	m§p°ljeREn	montpelliérain	NOM	f	s	
montre	m§tR	montre	NOM	f	s	
montre-bracelet	m§tR°bRas°lE	montre-bracelet	NOM	f	s	
montre-gousset	m§tRgusE	montre-gousset	NOM	f	s	
montre-la-moi	m§tR°lamwa	montre-la-moi	NOM	f	s	
montres	m§tR	montre	NOM	f	p	
montres-bracelets	m§tR°bRas°lE	montre-bracelet	NOM	f	p	
montreur	m§tR9R	montreur	NOM	m	s	
montreurs	m§tR9R	montreur	NOM	m	p	
montreuse	m§tR2z	montreur	NOM	f	s	
montreuses	m§tR2z	montreur	NOM	f	p	
monts	m§	mont	NOM	m	p	
monts-blancs	m§bl@	mont-blanc	NOM	m	p	
monture	m§tyR	monture	NOM	f	s	
montures	m§tyR	monture	NOM	f	p	
monument	monym@	monument	NOM	m	s	
monumentalité	mOnym@talite	monumentalité	NOM	f	s	
monuments	monym@	monument	NOM	m	p	
moonisme	munizm	moonisme	NOM	m	s	
moonistes	munist	mooniste	NOM		p	
mooré	mORe	mooré	NOM	m	s	
moos	mOs	moos	NOM	m		
moque	mOk	moque	NOM	f	s	
moquerie	mOk°Ri	moquerie	NOM	f	s	
moqueries	mOk°Ri	moquerie	NOM	f	p	
moques	mOk	moque	NOM	f	p	
moquette	mokEt	moquette	NOM	f	s	
moquettes	mokEt	moquette	NOM	f	p	
moqueur	mok9R	moqueur	NOM	m	s	
moqueurs	mok9R	moqueur	NOM	m	p	
moqueuse	mok2z	moqueur	NOM	f	s	
moqueuses	mok2z	moqueur	NOM	f	p	
moraillon	moRaj§	moraillon	NOM	m	s	
moraine	moREn	moraine	NOM	f	s	
moraines	moREn	moraine	NOM	f	p	
moral	moRal	moral	NOM	m	s	
morale	moRal	morale	NOM	f	s	
morales	moRal	morale	NOM	f	p	
moralisateur	moRalizat9R	moralisateur	NOM	m	s	
moralisateurs	moRalizat9R	moralisateur	NOM	m	p	
moralisation	moRalizasj§	moralisation	NOM	f	s	
moralisme	moRalizm	moralisme	NOM	m	s	
moraliste	moRalist	moraliste	NOM		s	
moralistes	moRalist	moraliste	NOM		p	
moralité	moRalite	moralité	NOM	f	s	
moralités	moRalite	moralité	NOM	f	p	
morasse	moRas	morasse	NOM	f	s	
morasses	moRas	morasse	NOM	f	p	
moratoire	moRatwaR	moratoire	NOM	m	s	
moraux	moRo	moral	NOM	m	p	
moraves	moRav	morave	NOM		p	
morbac	mORbak	morbac	NOM	m	s	
morbacs	mORbak	morbac	NOM	m	p	
morbaque	mORbak	morbaque	NOM	m	s	
morbaques	mORbak	morbaque	NOM	m	p	
morbidesse	mORbidEs	morbidesse	NOM	f	s	
morbidité	mORbidite	morbidité	NOM	f	s	
morbier	mORbje	morbier	NOM	m	s	
morceau	mORso	morceau	NOM	m	s	
morceaux	mORso	morceau	NOM	m	p	
morcellement	mORsEl°m@	morcellement	NOM	m	s	
morcellements	mORsEl°m@	morcellement	NOM	m	p	
morcif	mORsif	morcif	NOM	m	s	
morcifs	mORsif	morcif	NOM	m	p	
mordançage	mORd@saZ	mordançage	NOM	m	s	
mordant	mORd@	mordant	NOM	m	s	
mordeur	mORd9R	mordeur	NOM	m	s	
mordeurs	mORd9R	mordeur	NOM	m	p	
mordeuse	mORd2z	mordeuse	NOM	f	s	
mordillage	mORdijaZ	mordillage	NOM	m	s	
mordillement	mORdij°m@	mordillement	NOM	m	s	
mordillements	mORdij°m@	mordillement	NOM	m	p	
more	mOR	more	NOM		s	
morelle	mOREl	morelle	NOM	f	s	
mores	mOR	more	NOM		p	
moresque	moREsk	moresque	NOM	f	s	
morfalou	mORfalu	morfalou	NOM	m	s	
